sample_index,redshift,scale_factor,ln_scale_factor,cosmic_time_from_a_min_Gyr,lookback_from_present_Gyr,H_km_s_Mpc,E_of_a,E2_of_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,present_closure_planck_plus_radiation,present_closure_dynamic,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,rho_total_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,ricci_scalar_over_6H0sq,scale_factor_margin_component,density_margin_component,curvature_margin_component,boundary_margin_candidate
3082,67.5488226453,0.0145881426028,-4.22754623074,0.0296068675784,13.7673006029,21685.1291567,322.111642869,103755.910472,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,101720.289476,2034.93688447,0.684111138201,103755.910472,0.98038067435,0.0196127321828,6.59346667666e-06,50861.5129603,0.0145881426028,9.63791226487e-06,1.9660845322e-05,9.63791226487e-06
3083,67.2338694142,0.0146554784096,-4.22294106055,0.0298152411559,13.7670922293,21534.8804207,319.879843057,102323.113994,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,100324.634783,1997.7951005,0.684111138201,102323.113994,0.980468936747,0.0195243774599,6.68579279398e-06,50163.6856136,0.0146554784096,9.77286742063e-06,1.99343420131e-05,9.77286742063e-06
3084,66.9203632617,0.0147231250243,-4.21833589037,0.0300250685331,13.7668824019,21385.6770611,317.6635713,100910.144531,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,98948.1291896,1961.33123049,0.684111138201,100910.144531,0.980556807735,0.0194364128563,6.77940896209e-06,49475.4328171,0.0147231250243,9.90970823535e-06,2.02116430604e-05,9.90970823535e-06
3085,66.6082975392,0.0147910838817,-4.21373072018,0.0302363598102,13.7666711106,21237.5117555,315.462718833,99516.7269735,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,97590.5099613,1925.53290112,0.684111138201,99516.7269735,0.980644288947,0.01934883672,6.87433318002e-06,48796.6232029,0.0147910838817,1.00484610171e-05,2.04928013777e-05,1.00484610171e-05
3086,66.2976656284,0.0148593564229,-4.20912554999,0.0304491251573,13.7664583453,21090.3772335,313.277177661,98142.5900431,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,96251.5179671,1890.38796489,0.684111138201,98142.5900431,0.980731382011,0.0192616474057,6.97058369766e-06,48127.1272058,0.0148593564229,1.01891524404e-05,2.07778706145e-05,1.01891524404e-05
3087,65.9884609417,0.0149279440958,-4.20452037981,0.0306633748151,13.7662440956,20944.2662762,311.106840553,96787.466239,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,94930.8976318,1855.88449604,0.684111138201,96787.466239,0.980818088547,0.0191748432742,7.06817901929e-06,47466.8170382,0.0149279440958,1.03318095519e-05,2.10669051664e-05,1.03318095519e-05
3088,65.6806769214,0.014996848355,-4.19991520962,0.0308791190953,13.7660283513,20799.1717158,308.951601039,95451.0917844,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,93628.3968868,1822.01078647,0.684111138201,95451.0917844,0.980904410169,0.0190884226928,7.16713790709e-06,46815.5666657,0.014996848355,1.04764597748e-05,2.13599601855e-05,1.04764597748e-05
3089,65.3743070402,0.0150660706619,-4.19531003944,0.031096368381,13.7658111021,20655.0864351,306.8113534,94133.2065749,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,92343.767122,1788.75534178,0.684111138201,94133.2065749,0.980990348486,0.0190023840349,7.26747938472e-06,46173.2517833,0.0150660706619,1.06231309147e-05,2.16570915906e-05,1.06231309147e-05
3090,65.0693448008,0.0151356124844,-4.19070486925,0.0313151331276,13.7655923373,20512.0033673,304.685992666,92833.5541268,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,91076.7631383,1756.10687736,0.684111138201,92833.5541268,0.981075905097,0.0189167256804,7.36922274102e-06,45539.7497914,0.0151356124844,1.07718511647e-05,2.19583560784e-05,1.07718511647e-05
3091,64.7657837355,0.0152054752973,-4.18609969906,0.0315354238628,13.7653720466,20369.9154958,302.575414611,91551.8815267,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,89827.143101,1724.05431457,0.684111138201,91551.8815267,0.981161081597,0.0188314460153,7.47238753363e-06,44914.9397728,0.0152054752973,1.09226491108e-05,2.22638111338e-05,1.09226491108e-05
3092,64.4636174067,0.0152756605824,-4.18149452888,0.0317572511874,13.7651502192,20228.8158534,300.479515744,90287.9393815,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,88594.6684934,1692.58677698,0.684111138201,90287.9393815,0.981245879575,0.0187465434318,7.5769935928e-06,44298.702469,0.0152756605824,1.10755537373e-05,2.25735150411e-05,1.10755537373e-05
3093,64.1628394061,0.015346169828,-4.17688935869,0.0319806257756,13.7649268447,20088.6975222,298.398193307,89041.4817692,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,87379.1040714,1661.69358668,0.684111138201,89041.4817692,0.981330300611,0.0186620163284,7.68306102513e-06,43690.920258,0.015346169828,1.12305944324e-05,2.2887526895e-05,1.12305944324e-05
3094,63.8634433548,0.0154170045295,-4.17228418851,0.0322055583759,13.7647019121,19949.5536334,296.331345271,87812.2661902,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,86180.2178184,1631.36426066,0.684111138201,87812.2661902,0.98141434628,0.01857786311,7.79061021747e-06,43091.4771315,0.0154170045295,1.13878009939e-05,2.32059066122e-05,1.13878009939e-05
3095,63.5654229035,0.0154881661891,-4.16767901832,0.0324320598112,13.7644754106,19811.3773667,294.278870325,86600.0535199,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,84997.7809015,1601.58850722,0.684111138201,86600.0535199,0.981498018151,0.0184940821872,7.89966184079e-06,42500.258673,0.0154881661891,1.1547203635e-05,2.35287149421e-05,1.1547203635e-05
3096,63.2687717317,0.0155596563161,-4.16307384813,0.0326601409793,13.7642473295,19674.1619498,292.240667877,85404.607961,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,83831.5676274,1572.35622252,0.684111138201,85404.607961,0.981581317786,0.0184106719773,8.01023685412e-06,41917.152036,0.0155596563161,1.17088329897e-05,2.38560134794e-05,1.17088329897e-05
3097,62.9734835483,0.0156314764264,-4.15846867795,0.0328898128539,13.7640176576,19537.9006587,290.216638044,84225.6969975,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,82681.3553992,1543.65748716,0.684111138201,84225.6969975,0.98166424674,0.0183276309035,8.12235650863e-06,41342.0459219,0.0156314764264,1.1872720119e-05,2.41878646748e-05,1.1872720119e-05
3098,62.6795520908,0.0157036280433,-4.15386350776,0.0331210864846,13.7637863839,19402.5868166,288.206681651,83063.0913483,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,81546.9246744,1515.48256274,0.684111138201,83063.0913483,0.981746806563,0.018244957395,8.23604235162e-06,40774.8305595,0.0157036280433,1.20388965168e-05,2.45243318476e-05,1.20388965168e-05
3099,62.3869711257,0.015776112697,-4.14925833758,0.0333539729977,13.7635534974,19268.2137941,286.210700224,81916.5649224,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,80428.0589227,1487.82188866,0.684111138201,81916.5649224,0.981828998796,0.0181626498873,8.35131623071e-06,40215.3976836,0.015776112697,1.22073941156e-05,2.48654791975e-05,1.22073941156e-05
3100,62.095734448,0.0158489319246,-4.14465316739,0.0335884835967,13.7633189868,19134.7750085,284.228595983,80785.8947745,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,79324.5445846,1460.66607877,0.684111138201,80785.8947745,0.981910824978,0.018080706822,8.46820029797e-06,39663.6405146,0.0158489319246,1.23782452933e-05,2.5211371817e-05,1.23782452933e-05
3101,61.8058358813,0.0159220872705,-4.1400479972,0.0338246295628,13.7630828409,19002.2639237,282.260271842,79670.8610602,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,78236.1710308,1434.00591827,0.684111138201,79670.8610602,0.981992286636,0.0179991266466,8.58671701419e-06,39119.4537377,0.0159220872705,1.25514828786e-05,2.55620757036e-05,1.25514828786e-05
3102,61.5172692776,0.0159955802861,-4.13544282702,0.0340624222553,13.7628450482,18870.6740498,280.305631398,78571.2469937,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,77162.730522,1407.83236054,0.684111138201,78571.2469937,0.982073385296,0.017917907815,8.70688915318e-06,38582.7334833,0.0159955802861,1.27271401578e-05,2.59176577724e-05,1.27271401578e-05
3103,61.2300285169,0.0160694125301,-4.13083765683,0.0343018731126,13.7626055973,18739.9989427,278.364578933,77486.8388043,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,76104.0181691,1382.13652408,0.684111138201,77486.8388043,0.982154122474,0.0178370487867,8.8287398061e-06,38053.3773068,0.0160694125301,1.2905250881e-05,2.6278185869e-05,1.2905250881e-05
3104,60.9441075077,0.0161435855683,-4.12623248665,0.0345429936521,13.7623644768,18610.2322039,276.4370194,76417.4256949,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,75059.8318943,1356.90968949,0.684111138201,76417.4256949,0.98223449968,0.0177565480274,8.95229238593e-06,37531.2841694,0.0161435855683,1.30858492688e-05,2.66437287825e-05,1.30858492688e-05
3105,60.6595001861,0.0162181009736,-4.12162731646,0.0347857954712,13.762121675,18481.3674801,274.522858429,75362.7997999,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,74029.9723923,1332.14329652,0.684111138201,75362.7997999,0.98231451842,0.017676404009,9.07757063189e-06,37016.3544184,0.0162181009736,1.32689700182e-05,2.70143562583e-05,1.32689700182e-05
3106,60.3762005165,0.0162929603264,-4.11702214627,0.0350302902479,13.7618771802,18353.3984628,272.622002312,74322.7561447,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,73014.2430924,1307.82894116,0.684111138201,74322.7561447,0.982394180192,0.0175966152092,9.20459861404e-06,36508.4897685,0.0162929603264,1.34546483099e-05,2.73901390116e-05,1.34546483099e-05
3107,60.0942024906,0.0163681652143,-4.11241697609,0.0352764897409,13.7616309807,18226.3188881,270.734358006,73297.0926048,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,72012.4501209,1283.95837281,0.684111138201,73297.0926048,0.982473486488,0.0175171801115,9.33340073786e-06,36007.5932827,0.0163681652143,1.3642919815e-05,2.77711487408e-05,1.3642919815e-05
3108,59.8135001279,0.0164437172321,-4.1078118059,0.0355244057907,13.7613830646,18100.1225363,268.859833123,72285.6098668,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,71024.4022643,1260.52349143,0.684111138201,72285.6098668,0.982552438793,0.0174380972057,9.46400174891e-06,35513.5693544,0.0164437172321,1.38338207013e-05,2.81574581412e-05,1.38338207013e-05
3109,59.5340874754,0.0165196179823,-4.10320663572,0.0357740503198,13.7611334201,17974.8032317,266.998335928,71288.1113884,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,70049.9109325,1237.51634484,0.684111138201,71288.1113884,0.982631038586,0.0173593649872,9.5964267376e-06,35026.3236885,0.0165196179823,1.40273876406e-05,2.8549140919e-05,1.40273876406e-05
3110,59.2559586074,0.0165958690744,-4.09860146553,0.0360254353334,13.7608820351,17850.3548421,265.149775335,70304.4033601,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,69088.790123,1214.929126,0.684111138201,70304.4033601,0.982709287341,0.0172809819575,9.73070114395e-06,34545.7632838,0.0165958690744,1.42236578159e-05,2.89462718051e-05,1.42236578159e-05
3111,58.9791076256,0.0166724721255,-4.09399629534,0.03627857292,13.7606288975,17726.7712787,263.314060899,69334.2946669,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,68140.8563854,1192.75417036,0.684111138201,69334.2946669,0.982787186525,0.017202946624,9.86685076249e-06,34071.796415,0.0166724721255,1.44226689279e-05,2.93489265695e-05,1.44226689279e-05
3112,58.7035286584,0.0167494287603,-4.08939112516,0.0365334752519,13.7603739952,17604.0464956,261.491102814,68377.5968507,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,67205.9287862,1170.98395328,0.684111138201,68377.5968507,0.982864737598,0.0171252574998,1.00049017472e-05,33604.3326154,0.0167494287603,1.4624459203e-05,2.97571820355e-05,1.4624459203e-05
3113,58.4292158616,0.0168267406107,-4.08478595497,0.0367901545859,13.7601173158,17482.1744895,259.680811908,67434.1240733,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,66283.8288747,1149.61108745,0.684111138201,67434.1240733,0.982941942015,0.017047913104,1.01448806165e-05,33143.2826596,0.0168267406107,1.48290673999e-05,3.01711160947e-05,1.48290673999e-05
3114,58.1561634175,0.0169044093164,-4.08018078479,0.0370486232636,13.7598588472,17361.1492996,257.88309964,66503.6930797,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,65374.3806482,1128.62832037,0.684111138201,66503.6930797,0.983018801224,0.0169709119615,1.02868142583e-05,32688.5585464,0.0169044093164,1.50365328173e-05,3.05908077217e-05,1.50365328173e-05
3115,57.8843655356,0.0169824365246,-4.0755756146,0.0373088937124,13.7595985767,17240.9650072,256.09787809,65586.1231622,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,64477.4105191,1108.02853196,0.684111138201,65586.1231622,0.983095316667,0.0168942526031,1.04307299352e-05,32240.0734818,0.0169824365246,1.52468953018e-05,3.1016336989e-05,1.52468953018e-05
3116,57.6138164514,0.01706082389,-4.07097044441,0.0375709784459,13.759336492,17121.6157353,254.325059962,64681.2361248,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,63592.7472817,1087.80473206,0.684111138201,64681.2361248,0.98317148978,0.0168179335651,1.05766552896e-05,31797.7418631,0.01706082389,1.54601952547e-05,3.14477850824e-05,1.54601952547e-05
3117,57.3445104274,0.0171395730751,-4.06636527423,0.0378348900644,13.7590725804,17003.0956482,252.564558575,63788.8562481,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,62720.2220788,1067.95005811,0.684111138201,63788.8562481,0.983247321992,0.01674195339,1.07246183493e-05,31361.4792617,0.0171395730751,1.56764736404e-05,3.18852343163e-05,1.56764736404e-05
3118,57.0764417521,0.0172186857499,-4.06176010404,0.0381006412555,13.7588068292,16885.3989515,250.816287857,62908.8102545,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,61859.6683706,1048.45777279,0.684111138201,62908.8102545,0.983322814727,0.0166663106257,1.08746475324e-05,30931.2024076,0.0172186857499,1.58957719941e-05,3.23287681499e-05,1.58957719941e-05
3119,56.8096047406,0.0172981635922,-4.05715493386,0.038368244795,13.7585392256,16768.5198919,249.080162347,62040.9272748,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,61010.9219018,1029.32126178,0.684111138201,62040.9272748,0.983397969402,0.016591003826,1.1026771653e-05,30506.8291732,0.0172981635922,1.61181324296e-05,3.27784712024e-05,1.61181324296e-05
3120,56.5439937337,0.0173780082875,-4.05254976367,0.0386377135471,13.7582697569,16652.4527562,247.356097183,61185.0388138,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,60173.8206712,1010.53403146,0.684111138201,61185.0388138,0.98347278743,0.0165160315504,1.11810199268e-05,30088.2785579,0.0173780082875,1.63435976472e-05,3.32344292694e-05,1.63435976472e-05
3121,56.2796030986,0.0174582215292,-4.04794459348,0.0389090604654,13.75799841,16537.191872,245.644008105,60340.978718,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,59348.2049001,992.08970674,0.684111138201,60340.978718,0.983547270214,0.0164413923642,1.13374219765e-05,29675.4706723,0.0174582215292,1.65722109425e-05,3.36967293396e-05,1.65722109425e-05
3122,56.0164272281,0.0175388050184,-4.0433394233,0.0391822985932,13.7577251718,16422.7316064,243.943811444,59508.583142,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,58533.917002,973.982028883,0.684111138201,59508.583142,0.983621419154,0.0163670848381,1.14960078375e-05,29268.3267233,0.0175388050184,1.68040162139e-05,3.41654596108e-05,1.68040162139e-05
3123,55.7544605409,0.0176197604641,-4.03873425311,0.0394574410643,13.7574500294,16309.0663666,242.255424123,58687.6905172,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,57730.8015527,956.204853395,0.684111138201,58687.6905172,0.983695235643,0.0162931075489,1.16568079638e-05,28866.7689986,0.0176197604641,1.70390579716e-05,3.46407095071e-05,1.70390579716e-05
3124,55.4936974812,0.0177010895832,-4.03412908293,0.0397345011036,13.7571729693,16196.1905991,240.57876365,57878.1415196,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,56938.7052605,938.752147926,0.684111138201,57878.1415196,0.983768721068,0.0162194590787,1.18198532337e-05,28470.7208525,0.0177010895832,1.72773813458e-05,3.51225696957e-05,1.72773813458e-05
3125,55.234132519,0.0177827941004,-4.02952391274,0.0400134920277,13.7568939784,16084.0987896,238.913748115,57079.7790382,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,56157.4769368,921.617990232,0.684111138201,57079.7790382,0.98384187681,0.0161461380153,1.19851749556e-05,28080.1066907,0.0177827941004,1.75190320954e-05,3.56111321044e-05,1.75190320954e-05
3126,54.9757601495,0.0178648757485,-4.02491874255,0.0402944272456,13.7566130432,15972.7854624,237.260296183,56292.4481449,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,55386.9674676,904.79656616,0.684111138201,56292.4481449,0.983914704243,0.0160731429522,1.21528048743e-05,27694.8519561,0.0178648757485,1.77640566168e-05,3.61064899389e-05,1.77640566168e-05
3127,54.7185748932,0.0179473362683,-4.02031357237,0.0405773202592,13.7563301502,15862.2451807,235.618327096,55515.9960634,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,54627.0297846,888.28216768,0.684111138201,55515.9960634,0.983987204736,0.0160004724884,1.23227751767e-05,27314.8831146,0.0179473362683,1.80125019527e-05,3.66087377005e-05,1.80125019527e-05
3128,54.4625712958,0.0180301774086,-4.01570840218,0.0408621846641,13.7560452858,15752.472546,233.987760662,54750.2721396,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,53877.5188375,872.069190941,0.684111138201,54750.2721396,0.984059379653,0.0159281252286,1.24951184983e-05,26940.127641,0.0180301774086,1.82644158012e-05,3.71179712046e-05,1.82644158012e-05
3129,54.2077439281,0.0181134009262,-4.011103232,0.0411490341502,13.7557584363,15643.4621976,232.368517256,53995.1278117,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,53138.2915662,856.152134377,0.684111138201,53995.1278117,0.984131230349,0.015856099783,1.26698679293e-05,26570.5140054,0.0181134009262,1.85198465247e-05,3.76342875983e-05,1.85198465247e-05
3130,53.9540873858,0.0181970085861,-4.00649806181,0.0414378825023,13.7554695879,15535.2088129,230.760517813,53250.4165812,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,52409.2068732,840.525596837,0.684111138201,53250.4165812,0.984202758176,0.0157843947672,1.28470570208e-05,26205.9716589,0.0181970085861,1.87788431595e-05,3.81577853793e-05,1.87788431595e-05
3131,53.7015962894,0.0182810021614,-4.00189289162,0.0417287436007,13.7551787268,15427.7071064,229.163683825,52515.9939841,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,51690.1255972,825.18427575,0.684111138201,52515.9939841,0.984273964478,0.0157130088026,1.30267197915e-05,25846.4310209,0.0182810021614,1.90414554249e-05,3.86885644145e-05,1.90414554249e-05
3132,53.4502652842,0.0183653834335,-3.99728772144,0.0420216314223,13.754885839,15320.9518303,227.577937337,51791.7175627,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,50980.9104863,810.12296533,0.684111138201,51791.7175627,0.984344850593,0.0156419405159,1.32088907338e-05,25491.8234654,0.0183653834335,1.93077337328e-05,3.92267259591e-05,1.93077337328e-05
3133,53.2000890402,0.0184501541918,-3.99268255125,0.0423165600404,13.7545909104,15214.9377733,226.003200945,51077.4468373,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,50281.4261714,795.336554806,0.684111138201,51077.4468373,0.984415417856,0.0155711885392,1.33936048209e-05,25142.081308,0.0184501541918,1.95777291973e-05,3.97723726759e-05,1.95777291973e-05
3134,52.9510622515,0.0185353162341,-3.98807738107,0.0426135436265,13.7542939268,15109.6597611,224.439397787,50373.043279,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,49591.5391411,780.82002669,0.684111138201,50373.043279,0.984485667592,0.0155007515104,1.35808975132e-05,24797.1377928,0.0185353162341,1.98514936445e-05,4.03256086547e-05,1.98514936445e-05
3135,52.703179637,0.0186208713666,-3.98347221088,0.0429125964498,13.753994874,15005.1126558,222.886451544,49678.370282,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,48911.1177158,766.568455071,0.684111138201,49678.370282,0.984555601123,0.0154306280725,1.37708047651e-05,24456.9270802,0.0186208713666,2.01290796225e-05,4.08865394325e-05,2.01290796225e-05
3136,52.4564359397,0.0187068214037,-3.97886704069,0.0432137328789,13.7536937376,14901.2913556,221.344286435,48993.2931374,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,48240.0320224,752.57700395,0.684111138201,48993.2931374,0.984625219763,0.0153608168742,1.39633630318e-05,24121.3842335,0.0187068214037,2.04105404112e-05,4.1455272013e-05,2.04105404112e-05
3137,52.2108259267,0.018793168168,-3.97426187051,0.0435169673817,13.753390503,14798.1907947,219.812827211,48317.6790066,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,47578.1539698,738.840925592,0.684111138201,48317.6790066,0.984694524821,0.0152913165695,1.41586092765e-05,23790.4452072,0.018793168168,2.06959300329e-05,4.20319148875e-05,2.06959300329e-05
3138,51.9663443892,0.018879913491,-3.96965670032,0.0438223145268,13.7530851559,14695.8059428,218.291999154,47651.3968947,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,46925.3572247,725.355558919,0.684111138201,47651.3968947,0.984763517601,0.0152221258177,1.43565809773e-05,23464.0468346,0.018879913491,2.09853032621e-05,4.26165780554e-05,2.09853032621e-05
3139,51.7229861423,0.0189670592121,-3.96505153014,0.0441297889835,13.7527776814,14594.1318052,216.781728071,46994.3176257,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,46281.5171866,712.116327927,0.684111138201,46994.3176257,0.9848321994,0.0151532432836,1.45573161345e-05,23142.1268156,0.0189670592121,2.12787156364e-05,4.32093730449e-05,2.12787156364e-05
3140,51.480746025,0.0190546071796,-3.96044635995,0.0444394055229,13.7524680649,14493.1634224,215.281940293,46346.3138163,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,45646.510965,699.118740133,0.684111138201,46346.3138163,0.984900571509,0.0150846676373,1.47608532776e-05,22824.6237048,0.0190546071796,2.15762234671e-05,4.38104129347e-05,2.15762234671e-05
3141,51.2396188999,0.0191425592502,-3.95584118976,0.0447511790187,13.7521562914,14392.8958695,213.792562667,45707.2598516,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,45020.2173555,686.358385053,0.684111138201,45707.2598516,0.984968635214,0.0150163975544,1.49672314731e-05,22511.4769,0.0191425592502,2.18778838496e-05,4.44198123752e-05,2.18778838496e-05
3142,50.9995996534,0.0192309172891,-3.95123601958,0.0450651244476,13.751842346,14293.3242565,212.313522556,45077.0318602,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,44402.5168163,673.8309327,0.684111138201,45077.0318602,0.985036391794,0.0149484317155,1.51764903316e-05,22202.6266304,0.0192309172891,2.21837546746e-05,4.50376876104e-05,2.21837546746e-05
3143,50.7606831951,0.0193196831702,-3.94663084939,0.0453812568901,13.7515262135,14194.4437279,210.844747835,44455.5076896,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,43793.2914464,661.532132122,0.684111138201,44455.5076896,0.985103842523,0.0148807688069,1.53886700154e-05,21898.0139455,0.0193196831702,2.24938946393e-05,4.56641565e-05,2.24938946393e-05
3144,50.5228644582,0.0194088587759,-3.94202567921,0.0456995915315,13.7512078789,14096.2494621,209.386166885,43842.5668829,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,43192.4249618,649.457809952,0.684111138201,43842.5668829,0.985170988669,0.0148134075198,1.56038112465e-05,21597.5807032,0.0194088587759,2.28083632582e-05,4.62993385419e-05,2.28083632582e-05
3145,50.2861383991,0.0194984459976,-3.93742050902,0.0460201436621,13.7508873268,13998.7366716,207.937708592,43238.0906546,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,42599.8026745,637.603868999,0.684111138201,43238.0906546,0.985237831494,0.014746346551,1.5821955314e-05,21301.2695595,0.0194984459976,2.31272208749e-05,4.69433548949e-05,2.31272208749e-05
3146,50.0504999975,0.0195884467351,-3.93281533883,0.0463429286786,13.7505645418,13901.9006024,206.499302342,42641.9618678,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,42015.3114698,625.966286851,0.684111138201,42641.9618678,0.985304372254,0.0146795846024,1.60431440824e-05,21009.0239572,0.0195884467351,2.34505286734e-05,4.7596328402e-05,2.34505286734e-05
3147,49.8159442561,0.0196788628971,-3.92821016865,0.046667962084,13.7502395083,13805.7365343,205.070878017,42054.0650107,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,41438.8397851,614.541114516,0.684111138201,42054.0650107,0.985370612199,0.0146131203811,1.62674199992e-05,20720.7881148,0.0196788628971,2.37783486899e-05,4.82583836134e-05,2.37783486899e-05
3148,49.5824662003,0.0197696964011,-3.92360499846,0.0469952594893,13.7499122109,13710.2397799,203.652365993,41474.2861746,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,40870.2775884,603.324475077,0.684111138201,41474.2861746,0.985436552574,0.0145469525994,1.64948261031e-05,20436.5070165,0.0197696964011,2.41107438244e-05,4.89296468104e-05,2.41107438244e-05
3149,49.3500608788,0.0198609491736,-3.91899982828,0.0473248366134,13.7495826338,13615.4056849,202.243697135,40902.513031,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,40309.5163575,592.312562381,0.684111138201,40902.513031,0.985502194619,0.014481079975,1.67254060327e-05,20156.126401,0.0198609491736,2.44477778533e-05,4.96102460294e-05,2.44477778533e-05
3150,49.1187233627,0.0199526231497,-3.91439465809,0.0476567092843,13.7492507611,13521.2296279,200.844802795,40338.63481,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,39756.4490591,581.501639742,0.684111138201,40338.63481,0.985567539565,0.0144155012306,1.69592040341e-05,19879.5927518,0.0199526231497,2.47895154409e-05,5.03003110865e-05,2.47895154409e-05
3151,48.888448746,0.0200447202737,-3.9097894879,0.0479908934399,13.748916577,13427.7070198,199.455614808,39782.5422783,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,39210.9701285,570.888038679,0.684111138201,39782.5422783,0.985632588641,0.014350215094,1.71962649701e-05,19606.8532865,0.0200447202737,2.51360221522e-05,5.09999736017e-05,2.51360221522e-05
