sample_index,branch_local_index,branch,time_relative_to_bounce_Gyr,distance_to_bounce_Gyr,x_bounce_distance,scale_factor,ln_scale_factor,redshift_equivalent,H_signed_km_s_Mpc,H_magnitude_km_s_Mpc,E_classical_of_a,E_lqc_of_a,E2_lqc_of_a,rho_total_relative_to_rho_crit0,rho_over_rho_c,rho_c_relative_to_rho_crit0,lqc_correction_factor,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,effective_ricci_over_6H0sq,scale_factor_margin_component,density_to_bounce_margin_component,curvature_margin_component,boundary_margin_candidate,distance_from_bounce_log_a,is_exact_bounce
3199,1199,expansion,7.2227416462353353e-64,7.2227416462353353e-64,0.0015671030244127542,2.4683656956083621e-32,-72.7791667058613,4.0512635618748397e+31,1.6623007722866614e+60,1.6623007722866614e+60,1.575638077501767e+61,2.4691871966051124e+58,6.0968854118786136e+116,2.4826353512734647e+122,0.99999754418811093,2.4826414481738492e+122,2.4558118890682934e-06,2.0998055585517958e+94,2.4826353512734834e+122,0.68411113820097691,8.4579701061402478e-29,1.0000000000000075,2.7555844552445568e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652585087761438e+122,2.4683656956083621e-32,2.4558118890682934e-06,2.0139938297925274e-123,2.0139938297925274e-123,6.1395372390654889e-07,no
3200,1200,expansion,7.2812147489923929e-64,7.2812147489923929e-64,0.0015797897788922533,2.468365720245094e-32,-72.779166695880306,4.0512635214392213e+31,1.6757581832278638e+60,1.6757581832278638e+60,1.5756380460489153e+61,2.4891768803912549e+58,6.1960015418743395e+116,2.4826352521568435e+122,0.99999750426425449,2.4826414481738492e+122,2.4957357455113183e-06,2.0998054956773861e+94,2.4826352521568571e+122,0.68411113820097691,8.457970190559142e-29,1.0000000000000056,2.7555845652583901e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652581123106288e+122,2.468365720245094e-32,2.4957357455113183e-06,2.0139939906057386e-123,2.0139939906057386e-123,6.2393471331445029e-07,no
3201,1201,expansion,7.3401612344585299e-64,7.3401612344585299e-64,0.0015925792411942224,2.4683657452823543e-32,-72.779166685737053,4.0512634803462274e+31,1.6893245401113688e+60,1.6893245401113688e+60,1.5756380140847375e+61,2.5093283928490434e+58,6.2967289831583625e+116,2.4826351514288954e+122,0.99999746369136056,2.4826414481738492e+122,2.536308639444762e-06,2.0998054317808064e+94,2.4826351514288606e+122,0.68411113820097691,8.4579702763503166e-29,0.99999999999998601,2.7555846770607137e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.965257709399756e+122,2.4683657452823543e-32,2.536308639444762e-06,2.0139941540333235e-123,2.0139941540333235e-123,6.3407796716602037e-07,no
3202,1202,expansion,7.3995849350729573e-64,7.3995849350729573e-64,0.0016054722428076608,2.4683657707266238e-32,-72.779166675428911,4.0512634385852204e+31,1.7030007249847555e+60,1.7030007249847555e+60,1.5756379816009209e+61,2.5296430441749392e+58,6.399093930942654e+116,2.4826350490634242e+122,0.99999742245887757,2.4826414481738492e+122,2.5775411224282507e-06,2.0998053668455169e+94,2.4826350490634205e+122,0.68411113820097691,8.4579703635363963e-29,0.99999999999999856,2.7555847906806048e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652572999389792e+122,2.4683657707266238e-32,2.5775411224282507e-06,2.0139943201176897e-123,2.0139943201176897e-123,6.4438611113208276e-07,no
3203,1203,expansion,7.4594897143024768e-64,7.4594897143024768e-64,0.0016184696219530329,2.4683657965845501e-32,-72.779166664953181,4.0512633961452908e+31,1.7167876269229087e+60,1.7167876269229087e+60,1.575637948589018e+61,2.5501221550037871e+58,6.50312300544116e+116,2.482634945033809e+122,0.99999738055608278,2.4826414481738492e+122,2.6194439172178008e-06,2.0998053008545544e+94,2.482634945033794e+122,0.68411113820097691,8.4579704521397483e-29,0.99999999999999389,2.7555849061476115e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652568838215776e+122,2.4683657965845501e-32,2.6194439172178008e-06,2.0139944889021258e-123,2.0139944889021258e-123,6.5486183816274332e-07,no
3204,1204,expansion,7.5198794668941532e-64,7.5198794668941532e-64,0.001631572223636764,2.4683658228628473e-32,-72.779166654307161,4.0512633530154178e+31,1.7306861422303972e+60,1.7306861422303972e+60,1.5756379150404437e+61,2.5707670567094292e+58,6.608843259862462e+116,2.4826348393129963e+122,0.99999733797207901,2.4826414481738492e+122,2.6620279209854658e-06,2.0998052337907828e+94,2.4826348393129687e+122,0.68411113820097691,8.4579705421835162e-29,0.9999999999999889,2.7555850234917617e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652564609394187e+122,2.4683658228628473e-32,2.6620279209854658e-06,2.0139946604304938e-123,2.0139946604304938e-123,6.6550786851938004e-07,no
3205,1205,expansion,7.5807581191283746e-64,7.5807581191283746e-64,0.0016447808997061644,2.4683658495683402e-32,-72.779166643488054,4.0512633091844011e+31,1.7446971744438429e+60,1.7446971744438429e+60,1.5756378809464733e+61,2.591579091408223e+58,6.7162821870242703e+116,2.4826347318734925e+122,0.99999729469579202,2.4826414481738492e+122,2.7053042079838718e-06,2.0998051656367856e+94,2.4826347318734885e+122,0.68411113820097691,8.4579706336912116e-29,0.99999999999999833,2.7555851427435728e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652560311826022e+122,2.4683658495683402e-32,2.7053042079838718e-06,2.0139948347473726e-123,2.0139948347473726e-123,6.7632696687205989e-07,no
3206,1206,expansion,7.6421296290726327e-64,7.6421296290726327e-64,0.0016580965089048423,2.4683658767079893e-32,-72.779166632493073,4.0512632646408167e+31,1.758821634535762e+60,1.758821634535762e+60,1.5756378462982401e+61,2.6125596122618296e+58,6.8254677276216822e+116,2.4826346226873564e+122,0.99999725071596712,2.4826414481738492e+122,2.7492840328768864e-06,2.0998050963747988e+94,2.4826346226873509e+122,0.68411113820097691,8.4579707266864773e-29,0.99999999999999778,2.7555852639340578e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652555944392458e+122,2.4683658767079893e-32,2.7492840328768864e-06,2.0139950118981451e-123,2.0139950118981451e-123,6.8732195340175417e-07,no
3207,1207,expansion,7.7039979868396907e-64,7.7039979868396907e-64,0.0016715199169284906,2.4683659042888361e-32,-72.779166621319348,4.0512632193731066e+31,1.7730604406743296e+60,1.7730604406743296e+60,1.5756378110867336e+61,2.6337099831203653e+58,6.9364282751878741e+116,2.4826345117261936e+122,0.99999720602116726,2.4826414481738492e+122,2.7939788327380199e-06,2.0998050259868528e+94,2.4826345117262259e+122,0.68411113820097691,8.4579708211936656e-29,1.0000000000000131,2.7555853870947339e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652551505959002e+122,2.4683659042888361e-32,2.7939788327380199e-06,2.0139951919288295e-123,2.0139951919288295e-123,6.9849568048566388e-07,no
3208,1208,expansion,7.7663672148490076e-64,7.7663672148490076e-64,0.0016850519964812156,2.4683659323180777e-32,-72.779166609963966,4.0512631733694597e+31,1.7874145185420654e+60,1.7874145185420654e+60,1.5756377753027971e+61,2.6550315789957804e+58,7.0491926854648261e+116,2.4826343989611482e+122,0.99999716059976917,2.4826414481738492e+122,2.8394002308251842e-06,2.0998049544545804e+94,2.4826343989611615e+122,0.68411113820097691,8.4579709172371019e-29,1.0000000000000053,2.75558551225763e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652546995369519e+122,2.4683659323180777e-32,2.8394002308251842e-06,2.0139953748863228e-123,2.0139953748863228e-123,7.0985106378343487e-07,no
3209,1209,expansion,7.8292413680854757e-64,7.8292413680854757e-64,0.00169869362733223,2.4683659608029946e-32,-72.77916659842397,4.0512631266179257e+31,1.8018848013849547e+60,1.8018848013849547e+60,1.5756377389371245e+61,2.676525786134821e+58,7.1637902838446214e+116,2.4826342843628937e+122,0.99999711443996042,2.4826414481738492e+122,2.8855600395782943e-06,2.0998048817594004e+94,2.4826342843628647e+122,0.68411113820097691,8.4579710148418537e-29,0.99999999999998834,2.7555856394552973e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652542411451615e+122,2.4683659608029946e-32,2.8855600395782943e-06,2.0139955608181807e-123,2.0139955608181807e-123,7.2139105337137179e-07,no
3210,1210,expansion,7.8926245343642782e-64,7.8926245343642782e-64,0.0017124456963730833,2.4683659897509691e-32,-72.779166586696391,4.051263079106389e+31,1.8164722298753596e+60,1.8164722298753596e+60,1.5756377019802582e+61,2.6981940018153997e+58,7.2802508714326009e+116,2.4826341679016287e+122,0.99999706752973694,2.4826414481738492e+122,2.9324702630617594e-06,2.0998048078824746e+94,2.4826341679016383e+122,0.68411113820097691,8.4579711140335704e-29,1.0000000000000038,2.7555857687208144e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652537753015343e+122,2.4683659897509691e-32,2.9324702630617594e-06,2.0139957497726713e-123,2.0139957497726713e-123,7.3311863929354136e-07,no
3211,1211,expansion,7.956520834597551e-64,7.956520834597551e-64,0.0017263090976753057,2.468366019169557e-32,-72.779166574778145,4.051263030822448e+31,1.8311777523788513e+60,1.8311777523788513e+60,1.5756376644225871e+61,2.720037634742948e+58,7.3986047344180109e+116,2.4826340495470656e+122,0.99999701985689926,2.4826414481738492e+122,2.9801431007392409e-06,2.0998047328045183e+94,2.482634049547084e+122,0.68411113820097691,8.4579712148377601e-29,1.0000000000000073,2.7555859000877995e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652533018846991e+122,2.468366019169557e-32,2.9801431007392409e-06,2.0139959417990263e-123,2.0139959417990263e-123,7.4503688331411955e-07,no
3212,1212,expansion,8.0209344230612593e-64,8.0209344230612593e-64,0.0017402847325485419,2.4683660490664009e-32,-72.779166562666148,4.0512629817535593e+31,1.8460023249256005e+60,1.8460023249256005e+60,1.5756376262543449e+61,2.7420581050079195e+58,7.5188826512396222e+116,2.4826339292684264e+122,0.99999697140904964,2.4826414481738492e+122,3.0285909503602326e-06,2.099804656506029e+94,2.4826339292684539e+122,0.68411113820097691,8.4579713172807235e-29,1.0000000000000111,2.7555860335904148e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652528207716062e+122,2.4683660490664009e-32,3.0285909503602326e-06,2.0139961369471592e-123,2.0139961369471592e-123,7.5714888094778316e-07,no
3213,1213,expansion,8.0858694876657444e-64,8.0858694876657444e-64,0.0017543735095991338,2.468366079449294e-32,-72.779166550357232,4.0512629318869327e+31,1.8609469112716377e+60,1.8609469112716377e+60,1.5756375874656045e+61,2.7642568441767843e+58,7.641115900578195e+116,2.4826338070344305e+122,0.99999692217358882,2.4826414481738492e+122,3.0778264111797071e-06,2.0998045789671178e+94,2.4826338070343975e+122,0.68411113820097691,8.4579714213889161e-29,0.99999999999998668,2.7555861692633804e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652523318369931e+122,2.468366079449294e-32,3.0778264111797071e-06,2.01399633526788e-123,2.01399633526788e-123,7.6945778988138869e-07,no
3214,1214,expansion,8.1513302502278214e-64,8.1513302502278214e-64,0.0017685763447892241,2.4683661103260983e-32,-72.779166537848226,4.0512628812096641e+31,1.8760124830115382e+60,1.8760124830115382e+60,1.5756375480462789e+61,2.786635295459416e+58,7.7653362699001867e+116,2.4826336828132903e+122,0.9999968721377126,2.4826414481738492e+122,3.1278622873998074e-06,2.0998045001677201e+94,2.482633682813284e+122,0.68411113820097691,8.4579715271898155e-29,0.99999999999999745,2.7555863071419802e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652518349540276e+122,2.4683661103260983e-32,3.1278622873998074e-06,2.0139965368126365e-123,2.0139965368126365e-123,7.8196679511298734e-07,no
3215,1215,expansion,8.2173209667461846e-64,8.2173209667461846e-64,0.0017828941614962649,2.4683661417048712e-32,-72.779166525135864,4.0512628297085289e+31,1.8912000195082387e+60,1.8912000195082387e+60,1.5756375079861171e+61,2.809194913604837e+58,7.8915760626232874e+116,2.4826335565727013e+122,0.99999682128840894,2.4826414481738492e+122,3.1787115910564268e-06,2.0998044200872733e+94,2.482633556572698e+122,0.68411113820097691,8.457971634710653e-29,0.99999999999999867,2.7555864472620706e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652513299932704e+122,2.4683661417048712e-32,3.1787115910564268e-06,2.0139967416339333e-123,2.0139967416339333e-123,7.9467916091021312e-07,no
3216,1216,expansion,8.2838459276773688e-64,8.2838459276773688e-64,0.0017973278905730828,2.4683661735937688e-32,-72.779166512216833,4.0512627773701413e+31,1.9065105082069153e+60,1.9065105082069153e+60,1.5756374672747008e+61,2.8319371653674564e+58,8.0198681085894638e+116,2.4826334282798334e+122,0.99999676961245376,2.4826414481738492e+122,3.230387546238056e-06,2.0998043387049632e+94,2.4826334282798271e+122,0.68411113820097691,8.4579717439794376e-29,0.99999999999999745,2.7555865896600921e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652508168234365e+122,2.4683661735937688e-32,3.230387546238056e-06,2.0139969497850239e-123,2.0139969497850239e-123,8.0759819128636342e-07,no
3217,1217,expansion,8.3509094582145366e-64,8.3509094582145366e-64,0.0018118784704083855,2.4683662060010876e-32,-72.779166499087779,4.0512627241808841e+31,1.9219449444013367e+60,1.9219449444013367e+60,1.5756374259014423e+61,2.854863529160008e+58,8.1502457701279365e+116,2.4826332979013227e+122,0.99999671709640847,2.4826414481738492e+122,3.2829035915282745e-06,2.0998042559996161e+94,2.4826332979012933e+122,0.68411113820097691,8.4579718550245475e-29,0.99999999999998812,2.7555867343730775e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.965250295311048e+122,2.4683662060010876e-32,3.2829035915282745e-06,2.0139971613200519e-123,2.0139971613200519e-123,8.2072724776394345e-07,no
3218,1218,expansion,8.4185159185699853e-64,8.4185159185699853e-64,0.0018265468469877558,2.4683662389352471e-32,-72.779166485745279,4.0512626701269394e+31,1.9375043315145013e+60,1.9375043315145013e+60,1.5756373838555822e+61,2.8779754954704126e+58,8.2827429525281684e+116,2.4826331654032629e+122,0.99999666372661578,2.4826414481738492e+122,3.3362733842245973e-06,2.099804171949746e+94,2.4826331654032259e+122,0.68411113820097691,8.4579719678749535e-29,0.99999999999998512,2.7555868814386611e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652497653205456e+122,2.4683662389352471e-32,3.3362733842245973e-06,2.0139973762940046e-123,2.0139973762940046e-123,8.3406974093696795e-07,no
3219,1219,expansion,8.4866697042575315e-64,8.4866697042575315e-64,0.0018413339739551905,2.4683662724048017e-32,-72.779166472185892,4.0512626151942663e+31,1.9531896810973406e+60,1.9531896810973406e+60,1.575637341126186e+61,2.9012745668598492e+58,8.4173941123078061e+116,2.4826330307511974e+122,0.99999660948919633,2.4826414481738492e+122,3.3905108036691445e-06,2.0998040865335212e+94,2.482633030751208e+122,0.68411113820097691,8.4579720825601054e-29,1.0000000000000042,2.7555870308950895e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652492267141923e+122,2.4683662724048017e-32,3.3905108036691445e-06,2.0139975947627526e-123,2.0139975947627526e-123,8.4762913646614972e-07,no
3220,1220,expansion,8.5553752463788064e-64,8.5553752463788064e-64,0.00185624081267505,2.468366306418487e-32,-72.779166458406053,4.051262559368528e+31,1.9690020128463068e+60,1.9690020128463068e+60,1.5756372977021421e+61,2.9247622579888808e+58,8.5542342657562157e+116,2.4826328939101085e+122,0.99999655437004531,2.4826414481738492e+122,3.4456299546903324e-06,2.0998039997286486e+94,2.4826328939100971e+122,0.68411113820097691,8.45797219910951e-29,0.99999999999999545,2.7555871827812305e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652486793516642e+122,2.468366306418487e-32,3.4456299546903324e-06,2.0139978167832163e-123,2.0139978167832163e-123,8.6140897350857474e-07,no
3221,1221,expansion,8.6246370119120726e-64,8.6246370119120726e-64,0.0018712683322946132,2.4683663409851187e-32,-72.779166444402208,4.0512625026352554e+31,1.9849423547330455e+60,1.9849423547330455e+60,1.575637253572157e+61,2.9484400958100714e+58,8.6932989985805028e+116,2.4826327548444096e+122,0.99999649835482851,2.4826414481738492e+122,3.5016451714886543e-06,2.0998039115126296e+94,2.4826327548444269e+122,0.68411113820097691,8.4579723175537795e-29,1.0000000000000069,2.7555873371365844e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652481230908561e+122,2.4683663409851187e-32,3.5016451714886543e-06,2.0139980424130389e-123,2.0139980424130389e-123,8.7541282363947361e-07,no
3222,1222,expansion,8.6944595040021302e-64,8.6944595040021302e-64,0.0018864175098070363,2.468366376113711e-32,-72.77916643017069,4.0512624449796537e+31,2.0010117430523975e+60,2.0010117430523975e+60,1.5756372087247544e+61,2.9723096196392865e+58,8.8346244750002413e+116,2.4826326135179354e+122,0.9999964414289787,2.4826414481738492e+122,3.5585710213004162e-06,2.0998038218624605e+94,2.4826326135179321e+122,0.68411113820097691,8.457972437923469e-29,0.99999999999999867,2.7555874940012934e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.965247557786913e+122,2.468366376113711e-32,3.5585710213004162e-06,2.0139982717109787e-123,2.0139982717109787e-123,8.8964433836971467e-07,no
3223,1223,expansion,8.7648472622528153e-64,8.7648472622528153e-64,0.0019016893301149055,2.4683664118133806e-32,-72.77916641570782,4.0512623863867597e+31,2.0172112225168505e+60,2.0172112225168505e+60,1.5756371631482714e+61,2.9963723812959942e+58,8.9782474473934264e+116,2.4826324698939326e+122,0.99999638357769172,2.4826414481738492e+122,3.6164223082835179e-06,2.0998037307548744e+94,2.4826324698939356e+122,0.68411113820097691,8.4579725602500718e-29,1.0000000000000011,2.7555876534161528e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652469832929751e+122,2.4683664118133806e-32,3.6164223082835179e-06,2.0139985047366069e-123,2.0139985047366069e-123,9.0410721139824139e-07,no
3224,1224,expansion,8.835804863022619e-64,8.835804863022619e-64,0.0019170847860942545,2.468366448093421e-32,-72.779166401009817,4.0512623268413211e+31,2.0335418462410474e+60,2.0335418462410474e+60,1.5756371168308554e+61,3.0206299450802506e+58,9.1242052651155179e+116,2.4826323239350506e+122,0.99999632478592293,2.4826414481738492e+122,3.6752140770701658e-06,2.0998036381661552e+94,2.4826323239350495e+122,0.68411113820097691,8.4579726845653088e-29,0.99999999999999956,2.7555878154226204e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652463994595682e+122,2.468366448093421e-32,3.6752140770701658e-06,2.0139987415505562e-123,2.0139987415505562e-123,9.1880520747783271e-07,no
3225,1225,expansion,8.9073369197227444e-64,8.9073369197227444e-64,0.0019326048786591165,2.4683664849632663e-32,-72.779166386072873,4.0512622663278535e+31,2.0500046758964648e+60,2.0500046758964648e+60,1.5756370697604608e+61,3.0450838880024635e+58,9.2725358849721987e+116,2.4826321756033315e+122,0.99999626503838301,2.4826414481738492e+122,3.7349616169857214e-06,2.0998035440722251e+94,2.4826321756033197e+122,0.68411113820097691,8.4579728109015142e-29,0.99999999999999523,2.7555879800628282e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652458061348699e+122,2.4683664849632663e-32,3.7349616169857214e-06,2.0139989822144108e-123,2.0139989822144108e-123,9.3374214887038147e-07,no
3226,1226,expansion,8.9794480831164957e-64,8.9794480831164957e-64,0.0019482506168265982,2.4683665224324896e-32,-72.779166370893108,4.0512622048306453e+31,2.066600781754559e+60,2.066600781754559e+60,1.5756370219248468e+61,3.069735799847477e+58,9.42327788086523e+116,2.4826320248602004e+122,0.99999620431953407,2.4826414481738492e+122,3.7956804659344812e-06,2.0998034484486549e+94,2.482632024860233e+122,0.68411113820097691,8.4579729392917058e-29,1.0000000000000131,2.7555881473795938e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652452031647042e+122,2.4683665224324896e-32,3.7956804659344812e-06,2.0139992267907108e-123,2.0139992267907108e-123,9.4892191379256969e-07,no
3227,1227,expansion,9.0521430416217813e-64,9.0521430416217813e-64,0.0019640230177824826,2.4683665605108628e-32,-72.779166355466558,4.0512621423336578e+31,2.0833312427442067e+60,2.0833312427442067e+60,1.5756369733115733e+61,3.0945872832598999e+58,9.5764704537138891e+116,2.4826318716664553e+122,0.9999961426135856,2.4826414481738492e+122,3.8573864143964798e-06,2.0998033512705056e+94,2.4826318716664763e+122,0.68411113820097691,8.457973069768988e-29,1.0000000000000084,2.7555883174164298e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652445903920448e+122,2.4683665605108628e-32,3.8573864143964798e-06,2.0139994753431517e-123,2.0139994753431517e-123,9.6434846106278288e-07,no
3228,1228,expansion,9.1254265216167023e-64,9.1254265216167023e-64,0.0019799231069473435,2.4683665992082804e-32,-72.779166339789228,4.0512620788206515e+31,2.100197146492694e+60,2.100197146492694e+60,1.5756369239079975e+61,3.1196399538049856e+58,9.7321534413763714e+116,2.4826317159822567e+122,0.99999607990449058,2.4826414481738492e+122,3.9200955094242929e-06,2.0998032525125258e+94,2.4826317159822438e+122,0.68411113820097691,8.4579732023673743e-29,0.99999999999999478,2.7555884902175569e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652439676576053e+122,2.4683665992082804e-32,3.9200955094242929e-06,2.0139997279363461e-123,2.0139997279363461e-123,9.8002579923692446e-07,no
3229,1229,expansion,9.1993032877465762e-64,9.1993032877465762e-64,0.0019959519180432488,2.4683666385347912e-32,-72.779166323857027,4.0512620142751341e+31,2.1171995894984439e+60,2.1171995894984439e+60,1.5756368737012719e+61,3.1448954402252044e+58,9.8903673299492837e+116,2.4826315577671177e+122,0.99999601617594081,2.4826414481738492e+122,3.9838240591949514e-06,2.0998031521490718e+94,2.4826315577671078e+122,0.68411113820097691,8.4579733371215091e-29,0.999999999999996,2.7555886658279147e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652433347995557e+122,2.4683666385347912e-32,3.9838240591949514e-06,2.0139999846359382e-123,2.0139999846359382e-123,9.9595799926493102e-07,no
3230,1230,expansion,9.273778143233998e-64,9.273778143233998e-64,0.0020121104931609215,2.4683666785006308e-32,-72.779166307665818,4.051261948680306e+31,2.1343396770474402e+60,2.1343396770474402e+60,1.5756368226783395e+61,3.1703553843161013e+58,1.0051153262862093e+117,2.4826313969798931e+122,0.99999595141136333,2.4826414481738492e+122,4.0485886366736779e-06,2.0998030501540213e+94,2.4826313969798909e+122,0.68411113820097691,8.4579734740663465e-29,0.99999999999999911,2.755588844293173e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652426916532553e+122,2.4683666785006308e-32,4.0485886366736779e-06,2.0140002455087133e-123,2.0140002455087133e-123,1.0121492080354657e-06,no
3231,1231,expansion,9.3488559301912382e-64,9.3488559301912382e-64,0.0020283998828275114,2.4683667191161896e-32,-72.779166291211396,4.0512618820191142e+31,2.1516185234679445e+60,2.1516185234679445e+60,1.5756367708259315e+61,3.1960214413046483e+58,1.0214553053279043e+117,2.4826312335787688e+122,0.99999588559391539,2.4826414481738492e+122,4.1144060846098895e-06,2.0998029465008584e+94,2.4826312335787912e+122,0.68411113820097691,8.4579736132375377e-29,1.0000000000000091,2.7555890256597447e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652420380514751e+122,2.4683667191161896e-32,4.1144060846098895e-06,2.0140005106225055e-123,2.0140005106225055e-123,1.0286036346091489e-06,no
3232,1232,expansion,9.4245415299342625e-64,9.4245415299342625e-64,0.0020448211460749144,2.4683667603920369e-32,-72.779166274489469,4.0512618142742113e+31,2.1690372520709333e+60,2.1690372520709333e+60,1.5756367181305629e+61,3.2218952797607744e+58,1.038060919374476e+117,2.4826310675212509e+122,0.99999581870648058,2.4826414481738492e+122,4.1812935194229794e-06,2.0998028411626094e+94,2.4826310675212884e+122,0.68411113820097691,8.4579737546712038e-29,1.0000000000000151,2.7555892099747965e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652413738241896e+122,2.4683667603920369e-32,4.1812935194229794e-06,2.014000780046284e-123,2.014000780046284e-123,1.0453255610987171e-06,no
3233,1233,expansion,9.5008398633013177e-64,9.5008398633013177e-64,0.0020613753505085743,2.4683668023389222e-32,-72.779166257495689,4.0512617454279544e+31,2.1865969952218905e+60,2.1865969952218905e+60,1.5756366645785299e+61,3.247978581704005e+58,1.0549364867207961e+117,2.4826308987641546e+122,0.99999575073166436,2.4826414481738492e+122,4.2492683356432082e-06,2.0998027341118407e+94,2.4826308987641358e+122,0.68411113820097691,8.4579738984039691e-29,0.99999999999999245,2.7555893972862626e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652406987985387e+122,2.4683668023389222e-32,4.2492683356432082e-06,2.0140010538501678e-123,2.0140010538501678e-123,1.0623193424469609e-06,no
3234,1234,expansion,9.5777558909729654e-64,9.5777558909729654e-64,0.0020780635723769477,2.4683668449677199e-32,-72.779166240225635,4.0512616754624959e+31,2.2042988945081617e+60,2.2042988945081617e+60,1.5756366101559058e+61,3.2742730428520482e+58,1.0720863959147612e+117,2.4826307272635935e+122,0.9999956816517892,2.4826414481738492e+122,4.3183482107966853e-06,2.099802625320802e+94,2.4826307272635865e+122,0.68411113820097691,8.4579740444735711e-29,0.99999999999999722,2.7555895876428559e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652400127992551e+122,2.4683668449677199e-32,4.3183482107966853e-06,2.0140013321052522e-123,2.0140013321052522e-123,1.0795893840002264e-06,no
3235,1235,expansion,9.6552946137937816e-64,9.6552946137937816e-64,0.0020948868966414241,2.4683668882895341e-32,-72.779166222674846,4.0512616043596114e+31,2.222144100743258e+60,2.222144100743258e+60,1.5756365548485371e+61,3.3007803726271912e+58,1.08951510683209e+117,2.4826305529749667e+122,0.99999561144889026,2.4826414481738492e+122,4.3885511097352392e-06,2.099802514761155e+94,2.4826305529749671e+122,0.68411113820097691,8.4579741929178134e-29,1.0000000000000002,2.7555897810940822e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652393156477981e+122,2.4683668882895341e-32,4.3885511097352392e-06,2.0140016148839612e-123,2.0140016148839612e-123,1.0971401845850056e-06,no
