Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Reference
"=""3p6.4p.12d""","=""3P*""","=""1""",3,"=""""","=""73742""","=""""","=""""","=""L7185"""
"=""3p6.4p.14s""","=""1P*""","=""1""",3,"=""""","=""73852""","=""""","=""""","=""L7185"""
"=""3p6.4p.16s""","=""3P*""","=""1""",3,"=""""","=""73852""","=""""","=""""","=""L7185"""
"=""3p6.4p.15s""","=""1P*""","=""1""",3,"=""""","=""73969""","=""""","=""""","=""L7185"""
"=""Ca II (4p 2P*<1/2>)""","=""Limit""","=""---""",,"=""""","=""74497.46""","=""""","=""""","=""L7185"""
"=""Ca II (4p 2P*<3/2>)""","=""Limit""","=""---""",,"=""""","=""74720.35""","=""""","=""""","=""L7185"""
"=""3p5.4s2.3d""","=""3P*""","=""1""",3,"=""""","=""200096""","=""""","=""""","=""L7185"""
"=""3p5.4s2.3d""","=""3D*""","=""1""",3,"=""""","=""218991""","=""""","=""""","=""L7185"""
"=""3p5.4s2.3d""","=""1P*""","=""1""",3,"=""""","=""253310""","=""""","=""""","=""L7185"""
"=""3p5.4s2.4d""","=""3P*""","=""1""",3,"=""""","=""255022""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.5s""","=""2[3/2]*""","=""1""",3,"=""""","=""257737""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.5s""","=""2[1/2]*""","=""1""",3,"=""""","=""260193""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.6s""","=""2[3/2]*""","=""1""",3,"=""""","=""267417""","=""""","=""""","=""L7185"""
"=""3p5.4s2.4d""","=""3D*""","=""1""",3,"=""""","=""267956""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.6s""","=""2[1/2]*""","=""1""",3,"=""""","=""269706""","=""""","=""""","=""L7185"""
"=""3p5.4s2.4d""","=""1P*""","=""1""",3,"=""""","=""270640""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.5d""","=""2[3/2]*""","=""1""",3,"=""""","=""270889""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.7s""","=""2[3/2]*""","=""1""",3,"=""""","=""271245""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.6d""","=""2[3/2]*""","=""1""",3,"=""""","=""273134""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.7s""","=""2[1/2]*""","=""1""",3,"=""""","=""273598""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.7d""","=""2[3/2]*""","=""1""",3,"=""""","=""273959""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.5d""","=""2[3/2]*""","=""1""",3,"=""""","=""274040""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.9s""","=""2[3/2]*""","=""1""",3,"=""""","=""274276""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.8d""","=""2[3/2]*""","=""1""",3,"=""""","=""274652""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.10s""","=""2[3/2]*""","=""1""",3,"=""""","=""274777""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.9d""","=""2[3/2]*""","=""1""",3,"=""""","=""275272""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.10d""","=""2[3/2]*""","=""1""",3,"=""""","=""275503""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.11d""","=""2[3/2]*""","=""1""",3,"=""""","=""275726""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.12d""","=""2[3/2]*""","=""1""",3,"=""""","=""275898""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.13d""","=""2[3/2]*""","=""1""",3,"=""""","=""276038""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.14d""","=""2[3/2]*""","=""1""",3,"=""""","=""276138""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.15d""","=""2[3/2]*""","=""1""",3,"=""""","=""276214""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<3/2>).4s2.16d""","=""2[3/2]*""","=""1""",3,"=""""","=""276283""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.7d""","=""2[3/2]*""","=""1""",3,"=""""","=""276631""","=""""","=""""","=""L7185"""
"=""Ca II (3p5.4s2 2P*<3/2>)""","=""Limit""","=""---""",,"=""""","=""276750""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.8d""","=""2[3/2]*""","=""1""",3,"=""""","=""277430""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.9d""","=""2[3/2]*""","=""1""",3,"=""""","=""277917""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.11s""","=""2[1/2]*""","=""1""",3,"=""""","=""277991""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.10d""","=""2[3/2]*""","=""1""",3,"=""""","=""278228""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.12s""","=""2[1/2]*""","=""1""",3,"=""""","=""278302""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.11d""","=""2[3/2]*""","=""1""",3,"=""""","=""278469""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.13s""","=""2[1/2]*""","=""1""",3,"=""""","=""278534""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.12d""","=""2[3/2]*""","=""1""",3,"=""""","=""278647""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.14s""","=""2[1/2]*""","=""1""",3,"=""""","=""278702""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.13d""","=""2[3/2]*""","=""1""",3,"=""""","=""278796""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.14d""","=""2[3/2]*""","=""1""",3,"=""""","=""278900""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.15d""","=""2[3/2]*""","=""1""",3,"=""""","=""278983""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.16d""","=""2[3/2]*""","=""1""",3,"=""""","=""279050""","=""""","=""""","=""L7185"""
"=""3p5.(2P*<1/2>).4s2.17d""","=""2[3/2]*""","=""1""",3,"=""""","=""279117""","=""""","=""""","=""L7185"""
"=""Ca II (3p5.4s2 2P*<1/2>)""","=""Limit""","=""---""",,"=""""","=""279530""","=""""","=""""","=""L7185"""
