rank,shot_id,campaign,split_membership,status,candidate_score,candidate_class,core_required_present,core_required_total,profile_preferred_present,profile_preferred_total,edge_activity_present,edge_activity_total,supporting_present,supporting_total,has_core_required,has_thomson_profiles,has_soft_xray,metadata_key_count,signal_like_count,sources,missing_core_required,missing_profile_preferred,missing_edge_activity,error,has__charge_exchange-t_i,has__charge_exchange-v_i,has__equilibrium-beta_normal,has__equilibrium-beta_pol,has__equilibrium-elongation,has__equilibrium-minor_radius,has__equilibrium-psi,has__equilibrium-q,has__equilibrium-q95,has__equilibrium-triangularity_lower,has__equilibrium-triangularity_upper,has__equilibrium-whmd,has__gas_injection-total_injected,has__interferometer-n_e_line,has__magnetics-b_field_pol_probe_obr_field,has__magnetics-b_field_tor_probe_omaha_voltage,has__magnetics-ip,has__pf_active-coil_current,has__pf_active-solenoid_current,has__soft_x_rays-horizontal_cam_lower,has__soft_x_rays-horizontal_cam_upper,has__spectrometer_visible-filter_spectrometer_dalpha_voltage,has__summary-ip,has__summary-power_nbi,has__thomson_scattering-n_e,has__thomson_scattering-t_e,shape__equilibrium-elongation,shape__equilibrium-minor_radius,shape__equilibrium-q95,shape__equilibrium-triangularity_lower,shape__equilibrium-triangularity_upper,shape__interferometer-n_e_line,shape__soft_x_rays-horizontal_cam_lower,shape__soft_x_rays-horizontal_cam_upper,shape__spectrometer_visible-filter_spectrometer_dalpha_voltage,shape__summary-power_nbi,shape__thomson_scattering-n_e,shape__thomson_scattering-t_e
151,12033,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[122],[122],[122],[122],[122],[2428],"[18, 30341]","[18, 30341]","[3, 30341]",[2428],,
152,12035,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[98],[98],[98],[98],[98],[1947],"[18, 24331]","[18, 24331]","[3, 24331]",[1947],,
153,12036,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[104],[104],[104],[104],[104],[2076],"[18, 25950]","[18, 25950]","[3, 25950]",[2076],,
154,12037,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[104],[104],[104],[104],[104],[2080],"[18, 26000]","[18, 26000]","[3, 26000]",[2080],,
155,12038,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[100],[100],[100],[100],[100],[1999],"[18, 24980]","[18, 24980]","[3, 24980]",[1999],,
156,12039,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,199,90,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[97],[97],[97],[97],[97],[1931],"[18, 24130]","[18, 24130]","[3, 24130]",[1931],,
157,11768,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,203,92,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[84],[84],[84],[84],[84],[1662],"[18, 20770]","[18, 20770]","[3, 20770]",,,
158,11769,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,203,92,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[88],[88],[88],[88],[88],[1755],"[18, 21930]","[18, 21930]","[3, 21930]",,,
159,11771,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,203,92,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[87],[87],[87],[87],[87],[1731],"[18, 21630]","[18, 21630]","[3, 21630]",,,
160,11772,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,203,92,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[96],[96],[96],[96],[96],[1912],"[18, 23891]","[18, 23891]","[3, 23891]",,,
161,11773,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,203,92,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[95],[95],[95],[95],[95],[1895],"[18, 23681]","[18, 23681]","[3, 23681]",,,
162,11774,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,201,91,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[95],[95],[95],[95],[95],[1895],"[18, 23681]","[18, 23681]","[3, 23681]",,,
163,11775,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,201,91,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[105],[105],[105],[105],[105],[2087],"[18, 26080]","[18, 26080]","[3, 26080]",,,
164,11777,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,203,92,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[96],[96],[96],[96],[96],[1908],"[18, 23840]","[18, 23840]","[3, 23840]",,,
165,11779,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,201,91,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[97],[97],[97],[97],[97],[1936],"[18, 24190]","[18, 24190]","[3, 24190]",,,
166,11780,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,201,91,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,[100],[100],[100],[100],[100],[1994],"[18, 24921]","[18, 24921]","[3, 24921]",,,
167,11789,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,199,91,.zgroup;equilibrium;gas_injection;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,interferometer-n_e_line,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,[101],[101],[101],[101],[101],,"[18, 25250]","[18, 25250]","[3, 25250]",[2020],,
168,11790,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,199,91,.zgroup;equilibrium;gas_injection;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,interferometer-n_e_line,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,[100],[100],[100],[100],[100],,"[18, 24910]","[18, 24910]","[3, 24910]",[1993],,
169,11791,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,199,91,.zgroup;equilibrium;gas_injection;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,interferometer-n_e_line,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,[100],[100],[100],[100],[100],,"[18, 24950]","[18, 24950]","[3, 24950]",[1996],,
170,11794,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,199,91,.zgroup;equilibrium;gas_injection;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,interferometer-n_e_line,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,[100],[100],[100],[100],[100],,"[18, 24760]","[18, 24760]","[3, 24760]",[1981],,
171,11795,M5,val,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,199,91,.zgroup;equilibrium;gas_injection;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,interferometer-n_e_line,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,[99],[99],[99],[99],[99],,"[18, 24741]","[18, 24741]","[3, 24741]",[1980],,
172,11796,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,199,91,.zgroup;equilibrium;gas_injection;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,interferometer-n_e_line,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,[100],[100],[100],[100],[100],,"[18, 24850]","[18, 24850]","[3, 24850]",[1988],,
173,11797,M5,val,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,199,91,.zgroup;equilibrium;gas_injection;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,interferometer-n_e_line,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,[100],[100],[100],[100],[100],,"[18, 24880]","[18, 24880]","[3, 24880]",[1991],,
174,12027,M5,train,OK,65.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,2,2,9,14,False,False,True,205,94,.zgroup;equilibrium;gas_injection;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,interferometer-n_e_line,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,[93],[93],[93],[93],[93],,"[18, 23111]","[18, 23111]","[3, 23111]",[1849],,
175,11776,M5,train,OK,58.929,LOW_PRIORITY,6,8,0,2,2,2,9,14,False,False,True,189,86,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;summary,summary-power_nbi;spectrometer_visible-filter_spectrometer_dalpha_voltage,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,[105],[105],[105],[105],[105],[2088],"[18, 26091]","[18, 26091]",,,,
176,11766,M5,train,OK,50.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,0,2,9,14,False,False,False,177,80,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,soft_x_rays-horizontal_cam_lower;soft_x_rays-horizontal_cam_upper,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,[83],[83],[83],[83],[83],[1652],,,"[3, 20650]",,,
177,11767,M5,train,OK,50.179,PARTIAL_DALPHA_CANDIDATE,7,8,0,2,0,2,9,14,False,False,False,177,80,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;spectrometer_visible;summary,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,soft_x_rays-horizontal_cam_lower;soft_x_rays-horizontal_cam_upper,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,[79],[79],[79],[79],[79],[1561],,,"[3, 19510]",,,
178,11852,M5,val,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,125,54,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[1305],"[18, 16311]","[18, 16311]","[3, 16311]",[1305],,
179,11855,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,125,54,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2099],"[18, 26230]","[18, 26230]","[3, 26230]",[2099],,
180,11856,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,125,54,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2085],"[18, 26060]","[18, 26060]","[3, 26060]",[2085],,
181,11857,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,125,54,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2133],"[18, 26651]","[18, 26651]","[3, 26651]",[2133],,
182,11859,M5,val,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2108],"[18, 26340]","[18, 26340]","[3, 26340]",[2108],,
183,11860,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,125,54,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[1408],"[18, 17600]","[18, 17600]","[3, 17600]",[1408],,
184,11862,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,125,54,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2073],"[18, 25910]","[18, 25910]","[3, 25910]",[2073],,
185,11866,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2120],"[18, 26490]","[18, 26490]","[3, 26490]",[2120],,
186,11867,M5,val,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2124],"[18, 26540]","[18, 26540]","[3, 26540]",[2124],,
187,11868,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2130],"[18, 26620]","[18, 26620]","[3, 26620]",[2130],,
188,11870,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2037],"[18, 25460]","[18, 25460]","[3, 25460]",[2037],,
189,11871,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2073],"[18, 25901]","[18, 25901]","[3, 25901]",[2073],,
190,11872,M5,val,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2184],"[18, 27290]","[18, 27290]","[3, 27290]",[2184],,
191,11873,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2189],"[18, 27360]","[18, 27360]","[3, 27360]",[2189],,
192,11874,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[2219],"[18, 27731]","[18, 27731]","[3, 27731]",[2219],,
193,11878,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,117,50,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[1374],"[18, 17171]","[18, 17171]","[3, 17171]",[1374],,
194,11879,M5,train,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[1379],"[18, 17230]","[18, 17230]","[3, 17230]",[1379],,
195,11880,M5,val,OK,37.321,PARTIAL_DALPHA_CANDIDATE,3,8,0,2,2,2,5,14,False,False,True,121,52,.zgroup;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,,,,,,[1420],"[18, 17740]","[18, 17740]","[3, 17740]",[1420],,
196,12079,M5,train,OK,16.429,LOW_PRIORITY,0,8,0,2,2,2,2,14,False,False,True,59,27,.zgroup;magnetics;soft_x_rays,summary-power_nbi;interferometer-n_e_line;spectrometer_visible-filter_spectrometer_dalpha_voltage;equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,,,,,,,"[18, 18980]","[18, 18980]",,,,
197,12081,M5,train,OK,16.429,LOW_PRIORITY,0,8,0,2,2,2,2,14,False,False,True,59,27,.zgroup;magnetics;soft_x_rays,summary-power_nbi;interferometer-n_e_line;spectrometer_visible-filter_spectrometer_dalpha_voltage;equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,,,,,,,"[18, 19470]","[18, 19470]",,,,
198,12082,M5,train,OK,16.429,LOW_PRIORITY,0,8,0,2,2,2,2,14,False,False,True,59,27,.zgroup;magnetics;soft_x_rays,summary-power_nbi;interferometer-n_e_line;spectrometer_visible-filter_spectrometer_dalpha_voltage;equilibrium-q95;equilibrium-elongation;equilibrium-triangularity_upper;equilibrium-triangularity_lower;equilibrium-minor_radius,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,,,,,,,"[18, 12650]","[18, 12650]",,,,
